month,department,line_type,product_line,category,subcategory,counterparty,invoice_id,amount,budget,variance,is_over_budget,spend_to_budget_ratio,headcount,role,notes,days_past_due,aging_bucket,state,dept_total_opex,company_ebitda
2025-02-01,Engineering,expense,N/A,other,Other,Staples,E-202502-OT-067,7975.74,7705.41,270.33,True,1.035,81,N/A,Engineering other line,,,Idaho,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,LegalCo,E-202502-OT-046,3870.72,3827.34,43.38,True,1.011,81,N/A,Engineering other line,,,New York,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,LegalCo,E-202502-OT-070,3851.18,3664.01,187.17,True,1.051,81,N/A,Engineering other line,,,Michigan,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,WeWork,E-202502-OT-014,3464.64,3205.45,259.19,True,1.081,81,N/A,Engineering other line,19.0,0-30,California,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,FedEx,E-202502-OT-018,3173.45,3142.03,31.42,True,1.01,81,N/A,Engineering other line,0.0,0-30,New Jersey,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,FedEx,E-202502-OT-030,2961.76,2786.74,175.02,True,1.063,81,N/A,Engineering other line,,,Michigan,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,LegalCo,E-202502-OT-004,2686.12,2507.34,178.78,True,1.071,81,N/A,Engineering other line,,,New York,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,LegalCo,E-202502-OT-016,2641.32,2504.66,136.66,True,1.055,81,N/A,Engineering other line,,,New Mexico,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,UPS,E-202502-OT-015,2528.7,2484.37,44.33,True,1.018,81,N/A,Engineering other line,,,Arizona,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,UPS,E-202502-OT-045,2502.78,2436.63,66.15,True,1.027,81,N/A,Engineering other line,,,New York,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,UPS,E-202502-OT-093,2497.48,2431.11,66.37,True,1.027,81,N/A,Engineering other line,0.0,0-30,Virginia,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,UPS,E-202502-OT-087,2378.18,2296.93,81.25,True,1.035,81,N/A,Engineering other line,12.0,0-30,Florida,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,WeWork,E-202502-OT-080,2364.65,2319.73,44.92,True,1.019,81,N/A,Engineering other line,,,New Jersey,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,UPS,E-202502-OT-075,2303.13,2226.66,76.47,True,1.034,81,N/A,Engineering other line,,,North Carolina,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,LegalCo,E-202502-OT-058,2201.35,2049.56,151.79,True,1.074,81,N/A,Engineering other line,,,New York,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,WeWork,E-202502-OT-002,2133.06,2022.19,110.87,True,1.055,81,N/A,Engineering other line,47.0,31-60,Colorado,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,OfficeDepot,E-202502-OT-071,2111.29,2090.39,20.9,True,1.01,81,N/A,Engineering other line,49.0,31-60,New Jersey,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,FedEx,E-202502-OT-090,2018.98,1994.14,24.84,True,1.012,81,N/A,Engineering other line,,,California,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,LegalCo,E-202502-OT-028,1945.48,1882.52,62.96,True,1.033,81,N/A,Engineering other line,9.0,0-30,Tennessee,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,FedEx,E-202502-OT-054,1863.71,1783.22,80.49,True,1.045,81,N/A,Engineering other line,17.0,0-30,California,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,FedEx,E-202502-OT-072,1819.14,1701.51,117.63,True,1.069,81,N/A,Engineering other line,,,Utah,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,Staples,E-202502-OT-031,1675.66,1503.24,172.42,True,1.115,81,N/A,Engineering other line,,,Indiana,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,OfficeDepot,E-202502-OT-053,1631.65,1559.31,72.34,True,1.046,81,N/A,Engineering other line,,,Illinois,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,LegalCo,E-202502-OT-052,1613.32,1518.66,94.66,True,1.062,81,N/A,Engineering other line,,,New York,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,OfficeDepot,E-202502-OT-077,1563.88,1455.5,108.38,True,1.074,81,N/A,Engineering other line,,,Washington,1674326.53,-2042146.9568
2025-02-01,Engineering,expense,N/A,other,Other,LegalCo,E-202502-OT-064,1530.24,1479.43,50.81,True,1.034,81,N/A,Engineering other line,,,California,1674326.53,-2042146.9568
