month,department,line_type,product_line,category,subcategory,counterparty,invoice_id,amount,budget,variance,is_over_budget,spend_to_budget_ratio,headcount,role,notes,days_past_due,aging_bucket,state,dept_total_opex,company_ebitda
2025-03-01,HR,expense,N/A,other,Other,OfficeDepot,E-202503-OT-029,16.88,16.61,0.27,True,1.016,0,N/A,HR other line,20.0,0-30,New York,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,WeWork,E-202503-OT-020,16.51,15.68,0.83,True,1.053,0,N/A,HR other line,36.0,31-60,New Jersey,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,FedEx,E-202503-OT-006,16.15,15.99,0.16,True,1.01,0,N/A,HR other line,,,Maryland,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,UPS,E-202503-OT-039,15.38,14.34,1.04,True,1.073,0,N/A,HR other line,,,California,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,FedEx,E-202503-OT-036,15.37,14.29,1.08,True,1.076,0,N/A,HR other line,33.0,31-60,Texas,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,Staples,E-202503-OT-055,12.62,12.5,0.12,True,1.01,0,N/A,HR other line,21.0,0-30,Michigan,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,Staples,E-202503-OT-085,12.24,12.1,0.14,True,1.011,0,N/A,HR other line,,,Massachusetts,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,LegalCo,E-202503-OT-022,11.64,11.36,0.28,True,1.025,0,N/A,HR other line,,,Ohio,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,OfficeDepot,E-202503-OT-071,11.0,10.89,0.11,True,1.01,0,N/A,HR other line,,,New York,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,WeWork,E-202503-OT-038,10.84,10.17,0.67,True,1.066,0,N/A,HR other line,31.0,31-60,Utah,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,LegalCo,E-202503-OT-046,10.82,10.7,0.12,True,1.011,0,N/A,HR other line,,,California,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,UPS,E-202503-OT-105,10.45,10.14,0.31,True,1.031,0,N/A,HR other line,5.0,0-30,New Jersey,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,OfficeDepot,E-202503-OT-065,10.28,9.74,0.54,True,1.056,0,N/A,HR other line,2.0,0-30,California,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,OfficeDepot,E-202503-OT-047,9.06,8.7,0.36,True,1.041,0,N/A,HR other line,,,California,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,WeWork,E-202503-OT-044,8.47,7.4,1.07,True,1.145,0,N/A,HR other line,31.0,31-60,Wyoming,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,Staples,E-202503-OT-067,8.38,8.3,0.08,True,1.01,0,N/A,HR other line,,,Oregon,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,OfficeDepot,E-202503-OT-095,8.3,7.63,0.67,True,1.088,0,N/A,HR other line,,,Michigan,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,Staples,E-202503-OT-019,7.43,6.64,0.79,True,1.12,0,N/A,HR other line,,,New Mexico,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,UPS,E-202503-OT-027,6.71,6.47,0.24,True,1.037,0,N/A,HR other line,,,Colorado,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,Staples,E-202503-OT-049,6.68,6.31,0.37,True,1.059,0,N/A,HR other line,6.0,0-30,California,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,FedEx,E-202503-OT-084,6.53,6.29,0.24,True,1.038,0,N/A,HR other line,10.0,0-30,Texas,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,FedEx,E-202503-OT-054,6.43,5.99,0.44,True,1.073,0,N/A,HR other line,,,Oregon,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,WeWork,E-202503-OT-098,6.41,6.29,0.12,True,1.019,0,N/A,HR other line,32.0,31-60,Minnesota,3000.0,-1568103.6467123013
2025-03-01,HR,expense,N/A,other,Other,FedEx,E-202503-OT-012,6.1,5.64,0.46,True,1.081,0,N/A,HR other line,,,Massachusetts,3000.0,-1568103.6467123013
