month,department,line_type,product_line,category,subcategory,counterparty,invoice_id,amount,budget,variance,is_over_budget,spend_to_budget_ratio,headcount,role,notes,days_past_due,aging_bucket,state,dept_total_opex,company_ebitda
2025-03-01,Product,expense,N/A,other,Other,OfficeDepot,E-202503-OT-071,2406.46,2193.45,213.01,True,1.097,15,N/A,Product other line,,,Colorado,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,WeWork,E-202503-OT-062,1890.27,1736.28,153.99,True,1.089,15,N/A,Product other line,,,Oregon,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,WeWork,E-202503-OT-080,1649.08,1538.81,110.27,True,1.072,15,N/A,Product other line,,,Massachusetts,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,WeWork,E-202503-OT-008,1578.42,1521.88,56.54,True,1.037,15,N/A,Product other line,,,Utah,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,Staples,E-202503-OT-013,1549.97,1453.05,96.92,True,1.067,15,N/A,Product other line,,,Minnesota,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,FedEx,E-202503-OT-078,1464.24,1409.1,55.14,True,1.039,15,N/A,Product other line,,,New York,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,WeWork,E-202503-OT-032,1439.88,1389.43,50.45,True,1.036,15,N/A,Product other line,,,New Jersey,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,Staples,E-202503-OT-025,1386.57,1348.17,38.4,True,1.028,15,N/A,Product other line,,,Wyoming,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,FedEx,E-202503-OT-048,1219.6,1195.97,23.63,True,1.02,15,N/A,Product other line,14.0,0-30,Tennessee,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,OfficeDepot,E-202503-OT-017,1198.62,1147.56,51.06,True,1.044,15,N/A,Product other line,15.0,0-30,Ohio,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,UPS,E-202503-OT-033,1131.66,1095.43,36.23,True,1.033,15,N/A,Product other line,,,Utah,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,OfficeDepot,E-202503-OT-041,1057.01,1002.54,54.47,True,1.054,15,N/A,Product other line,,,California,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,Staples,E-202503-OT-055,860.85,844.55,16.3,True,1.019,15,N/A,Product other line,,,Minnesota,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,Staples,E-202503-OT-067,843.91,824.04,19.87,True,1.024,15,N/A,Product other line,,,Wyoming,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,OfficeDepot,E-202503-OT-065,808.72,770.43,38.29,True,1.05,15,N/A,Product other line,13.0,0-30,New York,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,Staples,E-202503-OT-037,802.72,735.16,67.56,True,1.092,15,N/A,Product other line,,,Texas,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,UPS,E-202503-OT-015,768.45,746.6,21.85,True,1.029,15,N/A,Product other line,0.0,0-30,New Jersey,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,Staples,E-202503-OT-031,753.22,695.74,57.48,True,1.083,15,N/A,Product other line,16.0,0-30,Texas,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,FedEx,E-202503-OT-012,738.09,690.67,47.42,True,1.069,15,N/A,Product other line,,,Kansas,270242.13,-2039128.6074000006
2025-03-01,Product,expense,N/A,other,Other,UPS,E-202503-OT-069,734.29,699.06,35.23,True,1.05,15,N/A,Product other line,15.0,0-30,Missouri,270242.13,-2039128.6074000006
