month,department,line_type,product_line,category,subcategory,counterparty,invoice_id,amount,budget,variance,is_over_budget,spend_to_budget_ratio,headcount,role,notes,days_past_due,aging_bucket,state,dept_total_opex,company_ebitda
2025-05-01,Operations,expense,N/A,other,Other,OfficeDepot,E-202505-OT-029,532.04,526.77,5.27,True,1.01,4,N/A,Operations other line,,,New York,56225.58,-2067547.3065999998
2025-05-01,Operations,expense,N/A,other,Other,WeWork,E-202505-OT-020,520.38,478.99,41.39,True,1.086,4,N/A,Operations other line,,,New Jersey,56225.58,-2067547.3065999998
2025-05-01,Operations,expense,N/A,other,Other,FedEx,E-202505-OT-006,508.92,503.88,5.04,True,1.01,4,N/A,Operations other line,,,Maryland,56225.58,-2067547.3065999998
2025-05-01,Operations,expense,N/A,other,Other,UPS,E-202505-OT-039,484.77,471.16,13.61,True,1.029,4,N/A,Operations other line,26.0,0-30,California,56225.58,-2067547.3065999998
2025-05-01,Operations,expense,N/A,other,Other,FedEx,E-202505-OT-036,484.46,479.66,4.8,True,1.01,4,N/A,Operations other line,,,Texas,56225.58,-2067547.3065999998
2025-05-01,Operations,expense,N/A,other,Other,Staples,E-202505-OT-055,397.9,391.38,6.52,True,1.017,4,N/A,Operations other line,,,Michigan,56225.58,-2067547.3065999998
2025-05-01,Operations,expense,N/A,other,Other,Staples,E-202505-OT-085,385.95,382.13,3.82,True,1.01,4,N/A,Operations other line,,,Massachusetts,56225.58,-2067547.3065999998
2025-05-01,Operations,expense,N/A,other,Other,LegalCo,E-202505-OT-022,366.74,363.11,3.63,True,1.01,4,N/A,Operations other line,,,Ohio,56225.58,-2067547.3065999998
2025-05-01,Operations,expense,N/A,other,Other,OfficeDepot,E-202505-OT-071,346.68,331.46,15.22,True,1.046,4,N/A,Operations other line,,,New York,56225.58,-2067547.3065999998
2025-05-01,Operations,expense,N/A,other,Other,WeWork,E-202505-OT-038,341.79,318.52,23.27,True,1.073,4,N/A,Operations other line,40.0,31-60,Utah,56225.58,-2067547.3065999998
2025-05-01,Operations,expense,N/A,other,Other,LegalCo,E-202505-OT-046,340.89,324.63,16.26,True,1.05,4,N/A,Operations other line,,,California,56225.58,-2067547.3065999998
2025-05-01,Operations,expense,N/A,other,Other,UPS,E-202505-OT-105,329.23,323.05,6.18,True,1.019,4,N/A,Operations other line,46.0,31-60,New Jersey,56225.58,-2067547.3065999998
