month,department,line_type,product_line,category,subcategory,counterparty,invoice_id,amount,budget,variance,is_over_budget,spend_to_budget_ratio,headcount,role,notes,days_past_due,aging_bucket,state,dept_total_opex,company_ebitda
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-029,767.77,719.33,48.44,True,1.067,8,N/A,G&A other line,24.0,0-30,New York,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-020,750.95,712.73,38.22,True,1.054,8,N/A,G&A other line,,,New Jersey,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-006,734.41,710.74,23.67,True,1.033,8,N/A,G&A other line,31.0,31-60,Maryland,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-039,699.56,649.92,49.64,True,1.076,8,N/A,G&A other line,,,California,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-036,699.12,664.83,34.29,True,1.052,8,N/A,G&A other line,,,Texas,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-055,574.2,564.1,10.1,True,1.018,8,N/A,G&A other line,,,Michigan,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-085,556.96,511.91,45.05,True,1.088,8,N/A,G&A other line,,,Massachusetts,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-022,529.24,514.48,14.76,True,1.029,8,N/A,G&A other line,12.0,0-30,Ohio,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-071,500.29,470.76,29.53,True,1.063,8,N/A,G&A other line,,,New York,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-038,493.24,464.59,28.65,True,1.062,8,N/A,G&A other line,33.0,31-60,Utah,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-046,491.94,483.53,8.41,True,1.017,8,N/A,G&A other line,11.0,0-30,California,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-105,475.11,442.97,32.14,True,1.073,8,N/A,G&A other line,,,New Jersey,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-065,467.61,451.49,16.12,True,1.036,8,N/A,G&A other line,,,California,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-047,412.1,390.85,21.25,True,1.054,8,N/A,G&A other line,,,California,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-044,385.37,358.01,27.36,True,1.076,8,N/A,G&A other line,,,Wyoming,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-067,381.31,365.24,16.07,True,1.044,8,N/A,G&A other line,,,Oregon,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-095,377.32,367.9,9.42,True,1.026,8,N/A,G&A other line,,,Michigan,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-019,338.03,331.12,6.91,True,1.021,8,N/A,G&A other line,,,New Mexico,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-027,305.1,287.16,17.94,True,1.062,8,N/A,G&A other line,,,Colorado,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-049,304.04,294.21,9.83,True,1.033,8,N/A,G&A other line,,,California,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-084,296.96,292.23,4.73,True,1.016,8,N/A,G&A other line,31.0,31-60,Texas,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-054,292.67,269.16,23.51,True,1.087,8,N/A,G&A other line,,,Oregon,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-098,291.75,272.78,18.97,True,1.07,8,N/A,G&A other line,,,Minnesota,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-040,277.59,264.62,12.97,True,1.049,8,N/A,G&A other line,,,Arizona,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-012,277.48,262.07,15.41,True,1.059,8,N/A,G&A other line,,,Massachusetts,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-016,271.08,259.94,11.14,True,1.043,8,N/A,G&A other line,10.0,0-30,Ohio,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-100,264.62,240.46,24.16,True,1.1,8,N/A,G&A other line,21.0,0-30,North Carolina,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-066,261.43,245.42,16.01,True,1.065,8,N/A,G&A other line,16.0,0-30,Texas,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-069,255.07,239.62,15.45,True,1.064,8,N/A,G&A other line,30.0,0-30,Virginia,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-014,250.9,236.93,13.97,True,1.059,8,N/A,G&A other line,73.0,61-90,New Jersey,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-081,247.58,234.58,13.0,True,1.055,8,N/A,G&A other line,,,Alabama,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-076,247.5,245.05,2.45,True,1.01,8,N/A,G&A other line,33.0,31-60,Colorado,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-031,240.03,225.86,14.17,True,1.063,8,N/A,G&A other line,,,California,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-106,239.77,224.67,15.1,True,1.067,8,N/A,G&A other line,10.0,0-30,Minnesota,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-102,214.76,201.79,12.97,True,1.064,8,N/A,G&A other line,,,Washington,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-107,212.08,197.02,15.06,True,1.076,8,N/A,G&A other line,,,Georgia,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-101,203.73,197.43,6.3,True,1.032,8,N/A,G&A other line,,,California,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-109,201.48,190.59,10.89,True,1.057,8,N/A,G&A other line,,,Massachusetts,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-060,194.67,184.39,10.28,True,1.056,8,N/A,G&A other line,,,Minnesota,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-045,187.58,173.99,13.59,True,1.078,8,N/A,G&A other line,,,Maryland,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-052,182.01,173.1,8.91,True,1.051,8,N/A,G&A other line,,,New Jersey,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-077,180.59,165.14,15.45,True,1.094,8,N/A,G&A other line,27.0,0-30,New York,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-003,180.01,175.48,4.53,True,1.026,8,N/A,G&A other line,,,North Carolina,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-062,179.71,172.8,6.91,True,1.04,8,N/A,G&A other line,,,New York,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-037,178.33,170.88,7.45,True,1.044,8,N/A,G&A other line,13.0,0-30,New Jersey,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-082,178.24,172.37,5.87,True,1.034,8,N/A,G&A other line,,,Rhode Island,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-063,174.22,163.64,10.58,True,1.065,8,N/A,G&A other line,,,California,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-018,173.24,157.31,15.93,True,1.101,8,N/A,G&A other line,25.0,0-30,Minnesota,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-073,167.71,159.01,8.7,True,1.055,8,N/A,G&A other line,,,Texas,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-032,153.53,152.01,1.52,True,1.01,8,N/A,G&A other line,,,New York,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-024,151.12,142.38,8.74,True,1.061,8,N/A,G&A other line,,,Massachusetts,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-057,150.79,138.56,12.23,True,1.088,8,N/A,G&A other line,,,Washington,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-104,149.37,136.92,12.45,True,1.091,8,N/A,G&A other line,12.0,0-30,New York,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-011,148.09,141.76,6.33,True,1.045,8,N/A,G&A other line,,,Oregon,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-026,142.18,137.96,4.22,True,1.031,8,N/A,G&A other line,,,New Mexico,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-007,137.13,131.12,6.01,True,1.046,8,N/A,G&A other line,,,Massachusetts,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-013,136.67,133.44,3.23,True,1.024,8,N/A,G&A other line,25.0,0-30,Utah,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-030,135.77,129.63,6.14,True,1.047,8,N/A,G&A other line,,,Wyoming,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-033,134.29,126.19,8.1,True,1.064,8,N/A,G&A other line,,,Kansas,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-015,121.56,115.08,6.48,True,1.056,8,N/A,G&A other line,,,Maine,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-075,121.39,113.35,8.04,True,1.071,8,N/A,G&A other line,,,South Carolina,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-017,119.58,118.4,1.18,True,1.01,8,N/A,G&A other line,24.0,0-30,Kansas,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-087,116.19,108.16,8.03,True,1.074,8,N/A,G&A other line,,,Virginia,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-042,109.72,103.05,6.67,True,1.065,8,N/A,G&A other line,,,Texas,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-025,107.5,96.72,10.78,True,1.111,8,N/A,G&A other line,5.0,0-30,Rhode Island,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-080,104.42,97.33,7.09,True,1.073,8,N/A,G&A other line,,,Florida,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-072,104.33,95.22,9.11,True,1.096,8,N/A,G&A other line,,,Wyoming,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-088,104.27,98.82,5.45,True,1.055,8,N/A,G&A other line,21.0,0-30,California,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-004,101.15,95.02,6.13,True,1.065,8,N/A,G&A other line,,,Oregon,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-053,100.5,91.7,8.8,True,1.096,8,N/A,G&A other line,,,Tennessee,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-056,98.9,97.92,0.98,True,1.01,8,N/A,G&A other line,,,Indiana,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-108,97.96,95.7,2.26,True,1.024,8,N/A,G&A other line,,,Montana,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-021,97.58,94.38,3.2,True,1.034,8,N/A,G&A other line,,,New Jersey,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-099,97.31,91.81,5.5,True,1.06,8,N/A,G&A other line,,,California,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-034,94.73,93.52,1.21,True,1.013,8,N/A,G&A other line,,,Nevada,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-009,89.68,84.96,4.72,True,1.056,8,N/A,G&A other line,31.0,31-60,Colorado,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-028,84.63,80.91,3.72,True,1.046,8,N/A,G&A other line,6.0,0-30,Michigan,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-041,78.66,77.39,1.27,True,1.016,8,N/A,G&A other line,24.0,0-30,New Mexico,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-070,77.08,73.94,3.14,True,1.042,8,N/A,G&A other line,4.0,0-30,New York,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-090,75.98,72.48,3.5,True,1.048,8,N/A,G&A other line,45.0,31-60,Texas,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-086,74.09,72.92,1.17,True,1.016,8,N/A,G&A other line,,,Wisconsin,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-002,70.84,70.14,0.7,True,1.01,8,N/A,G&A other line,,,Wisconsin,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-096,65.39,60.96,4.43,True,1.073,8,N/A,G&A other line,,,New Jersey,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-091,64.18,61.64,2.54,True,1.041,8,N/A,G&A other line,0.0,0-30,Massachusetts,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-089,63.88,61.01,2.87,True,1.047,8,N/A,G&A other line,37.0,31-60,California,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-103,63.04,59.64,3.4,True,1.057,8,N/A,G&A other line,,,Michigan,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-074,59.03,56.69,2.34,True,1.041,8,N/A,G&A other line,34.0,31-60,Missouri,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-094,53.18,52.23,0.95,True,1.018,8,N/A,G&A other line,33.0,31-60,Utah,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-008,50.15,47.57,2.58,True,1.054,8,N/A,G&A other line,,,Massachusetts,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-097,43.75,41.13,2.62,True,1.064,8,N/A,G&A other line,,,Utah,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-059,40.91,39.99,0.92,True,1.023,8,N/A,G&A other line,,,Pennsylvania,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-083,37.81,35.7,2.11,True,1.059,8,N/A,G&A other line,37.0,31-60,New York,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-092,36.2,34.72,1.48,True,1.043,8,N/A,G&A other line,,,Idaho,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-001,26.71,25.73,0.98,True,1.038,8,N/A,G&A other line,,,Maryland,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-050,26.69,25.51,1.18,True,1.046,8,N/A,G&A other line,,,Ohio,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,WeWork,E-202504-OT-068,25.54,24.46,1.08,True,1.044,8,N/A,G&A other line,36.0,31-60,California,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-023,18.59,17.23,1.36,True,1.079,8,N/A,G&A other line,5.0,0-30,Florida,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-043,17.07,16.03,1.04,True,1.065,8,N/A,G&A other line,0.0,0-30,New Jersey,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-064,16.98,16.33,0.65,True,1.04,8,N/A,G&A other line,,,California,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-051,11.72,11.11,0.61,True,1.054,8,N/A,G&A other line,,,Indiana,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,UPS,E-202504-OT-093,10.53,9.84,0.69,True,1.07,8,N/A,G&A other line,19.0,0-30,Texas,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,OfficeDepot,E-202504-OT-005,10.38,9.97,0.41,True,1.041,8,N/A,G&A other line,,,Alaska,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,FedEx,E-202504-OT-048,6.74,6.31,0.43,True,1.069,8,N/A,G&A other line,,,Massachusetts,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,Staples,E-202504-OT-079,6.21,6.15,0.06,True,1.01,8,N/A,G&A other line,,,California,135230.47,-2042146.9568
2025-04-01,G&A,expense,N/A,other,Other,LegalCo,E-202504-OT-010,5.26,4.89,0.37,True,1.076,8,N/A,G&A other line,,,Massachusetts,135230.47,-2042146.9568
