month,department,line_type,product_line,category,subcategory,counterparty,invoice_id,amount,budget,variance,is_over_budget,spend_to_budget_ratio,headcount,role,notes,days_past_due,aging_bucket,state,dept_total_opex,company_ebitda
2025-03-01,Finance,expense,N/A,other,Other,OfficeDepot,E-202503-OT-029,1141.93,1050.09,91.84,True,1.087,9,N/A,Finance other line,24.0,0-30,New York,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,WeWork,E-202503-OT-020,1116.9,1101.57,15.33,True,1.014,9,N/A,Finance other line,7.0,0-30,New Jersey,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,FedEx,E-202503-OT-006,1092.31,1013.64,78.67,True,1.078,9,N/A,Finance other line,,,Maryland,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,UPS,E-202503-OT-039,1040.47,958.32,82.15,True,1.086,9,N/A,Finance other line,,,California,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,FedEx,E-202503-OT-036,1039.82,1014.56,25.26,True,1.025,9,N/A,Finance other line,31.0,31-60,Texas,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,Staples,E-202503-OT-055,854.02,763.21,90.81,True,1.119,9,N/A,Finance other line,,,Michigan,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,Staples,E-202503-OT-085,828.39,766.18,62.21,True,1.081,9,N/A,Finance other line,37.0,31-60,Massachusetts,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,LegalCo,E-202503-OT-022,787.16,748.1,39.06,True,1.052,9,N/A,Finance other line,,,Ohio,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,OfficeDepot,E-202503-OT-071,744.09,736.72,7.37,True,1.01,9,N/A,Finance other line,,,New York,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,WeWork,E-202503-OT-038,733.6,685.73,47.87,True,1.07,9,N/A,Finance other line,48.0,31-60,Utah,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,LegalCo,E-202503-OT-046,731.67,698.2,33.47,True,1.048,9,N/A,Finance other line,,,California,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,UPS,E-202503-OT-105,706.65,699.65,7.0,True,1.01,9,N/A,Finance other line,7.0,0-30,New Jersey,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,OfficeDepot,E-202503-OT-065,695.49,640.99,54.5,True,1.085,9,N/A,Finance other line,70.0,61-90,California,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,OfficeDepot,E-202503-OT-047,612.92,597.61,15.31,True,1.026,9,N/A,Finance other line,,,California,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,WeWork,E-202503-OT-044,573.17,523.36,49.81,True,1.095,9,N/A,Finance other line,,,Wyoming,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,Staples,E-202503-OT-067,567.13,530.89,36.24,True,1.068,9,N/A,Finance other line,,,Oregon,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,OfficeDepot,E-202503-OT-095,561.2,536.8,24.4,True,1.045,9,N/A,Finance other line,,,Michigan,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,Staples,E-202503-OT-019,502.76,480.03,22.73,True,1.047,9,N/A,Finance other line,24.0,0-30,New Mexico,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,UPS,E-202503-OT-027,453.79,427.42,26.37,True,1.062,9,N/A,Finance other line,,,Colorado,150849.07,-2039128.6074000006
2025-03-01,Finance,expense,N/A,other,Other,Staples,E-202503-OT-049,452.2,444.28,7.92,True,1.018,9,N/A,Finance other line,,,California,150849.07,-2039128.6074000006
