month,department,line_type,product_line,category,subcategory,counterparty,invoice_id,amount,budget,variance,is_over_budget,spend_to_budget_ratio,headcount,role,notes,days_past_due,aging_bucket,state,dept_total_opex,company_ebitda
2025-06-01,IT,expense,N/A,other,Other,OfficeDepot,E-202506-OT-029,637.95,622.56,15.39,True,1.025,9,N/A,IT other line,,,New York,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,WeWork,E-202506-OT-020,623.96,585.33,38.63,True,1.066,9,N/A,IT other line,16.0,0-30,New Jersey,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,FedEx,E-202506-OT-006,610.23,604.19,6.04,True,1.01,9,N/A,IT other line,0.0,0-30,Maryland,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,UPS,E-202506-OT-039,581.27,570.39,10.88,True,1.019,9,N/A,IT other line,,,California,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,FedEx,E-202506-OT-036,580.9,543.0,37.9,True,1.07,9,N/A,IT other line,18.0,0-30,Texas,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,Staples,E-202506-OT-055,477.11,439.43,37.68,True,1.086,9,N/A,IT other line,,,Michigan,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,Staples,E-202506-OT-085,462.78,442.72,20.06,True,1.045,9,N/A,IT other line,,,Massachusetts,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,LegalCo,E-202506-OT-022,439.75,412.09,27.66,True,1.067,9,N/A,IT other line,17.0,0-30,Ohio,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,OfficeDepot,E-202506-OT-071,415.69,401.04,14.65,True,1.037,9,N/A,IT other line,,,New York,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,WeWork,E-202506-OT-038,409.83,391.86,17.97,True,1.046,9,N/A,IT other line,,,Utah,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,LegalCo,E-202506-OT-046,408.75,394.22,14.53,True,1.037,9,N/A,IT other line,,,California,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,UPS,E-202506-OT-105,394.77,390.86,3.91,True,1.01,9,N/A,IT other line,20.0,0-30,New Jersey,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,OfficeDepot,E-202506-OT-065,388.54,374.27,14.27,True,1.038,9,N/A,IT other line,,,California,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,OfficeDepot,E-202506-OT-047,342.41,325.68,16.73,True,1.051,9,N/A,IT other line,,,California,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,WeWork,E-202506-OT-044,320.21,292.65,27.56,True,1.094,9,N/A,IT other line,,,Wyoming,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,Staples,E-202506-OT-067,316.83,300.57,16.26,True,1.054,9,N/A,IT other line,,,Oregon,130825.48,-1660750.1428472167
2025-06-01,IT,expense,N/A,other,Other,OfficeDepot,E-202506-OT-095,313.52,293.71,19.81,True,1.067,9,N/A,IT other line,27.0,0-30,Michigan,130825.48,-1660750.1428472167
