month,department,line_type,product_line,category,subcategory,counterparty,invoice_id,amount,budget,variance,is_over_budget,spend_to_budget_ratio,headcount,role,notes,days_past_due,aging_bucket,state,dept_total_opex,company_ebitda
2025-04-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202504-OT-071,1173.57,1103.22,70.35,True,1.064,13,N/A,Sales other line,,,Montana,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,WeWork,E-202504-OT-062,921.83,905.97,15.86,True,1.018,13,N/A,Sales other line,3.0,0-30,California,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,WeWork,E-202504-OT-080,804.21,766.38,37.83,True,1.049,13,N/A,Sales other line,,,Alabama,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,WeWork,E-202504-OT-008,769.75,745.99,23.76,True,1.032,13,N/A,Sales other line,,,Maryland,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,Staples,E-202504-OT-013,755.88,674.94,80.94,True,1.12,13,N/A,Sales other line,33.0,31-60,Ohio,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,FedEx,E-202504-OT-078,714.07,655.0,59.07,True,1.09,13,N/A,Sales other line,,,California,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,WeWork,E-202504-OT-032,702.19,681.54,20.65,True,1.03,13,N/A,Sales other line,,,Virginia,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,Staples,E-202504-OT-025,676.19,638.89,37.3,True,1.058,13,N/A,Sales other line,,,New York,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,FedEx,E-202504-OT-048,594.76,563.22,31.54,True,1.056,13,N/A,Sales other line,0.0,0-30,Massachusetts,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202504-OT-017,584.53,578.74,5.79,True,1.01,13,N/A,Sales other line,,,Oregon,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,UPS,E-202504-OT-033,551.88,538.79,13.09,True,1.024,13,N/A,Sales other line,,,New York,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202504-OT-041,515.47,497.38,18.09,True,1.036,13,N/A,Sales other line,24.0,0-30,Illinois,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,Staples,E-202504-OT-055,419.81,415.65,4.16,True,1.01,13,N/A,Sales other line,,,Idaho,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,Staples,E-202504-OT-067,411.55,399.77,11.78,True,1.029,13,N/A,Sales other line,19.0,0-30,New York,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202504-OT-065,394.39,376.75,17.64,True,1.047,13,N/A,Sales other line,,,Washington,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,Staples,E-202504-OT-037,391.46,366.63,24.83,True,1.068,13,N/A,Sales other line,21.0,0-30,Missouri,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,UPS,E-202504-OT-015,374.75,364.48,10.27,True,1.028,13,N/A,Sales other line,,,New Jersey,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,Staples,E-202504-OT-031,367.32,363.48,3.84,True,1.011,13,N/A,Sales other line,23.0,0-30,California,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,FedEx,E-202504-OT-012,359.95,346.42,13.53,True,1.039,13,N/A,Sales other line,,,California,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,UPS,E-202504-OT-069,358.09,345.2,12.89,True,1.037,13,N/A,Sales other line,,,Minnesota,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,Staples,E-202504-OT-001,348.54,336.15,12.39,True,1.037,13,N/A,Sales other line,,,Utah,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,UPS,E-202504-OT-063,347.89,325.23,22.66,True,1.07,13,N/A,Sales other line,63.0,61-90,North Carolina,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202504-OT-029,342.31,318.46,23.85,True,1.075,13,N/A,Sales other line,,,Texas,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,WeWork,E-202504-OT-002,322.6,303.18,19.42,True,1.064,13,N/A,Sales other line,,,California,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,WeWork,E-202504-OT-056,313.48,296.89,16.59,True,1.056,13,N/A,Sales other line,16.0,0-30,Texas,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,WeWork,E-202504-OT-068,280.15,259.95,20.2,True,1.078,13,N/A,Sales other line,,,New Jersey,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,LegalCo,E-202504-OT-058,253.91,251.4,2.51,True,1.01,13,N/A,Sales other line,,,Michigan,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,UPS,E-202504-OT-081,236.44,225.02,11.42,True,1.051,13,N/A,Sales other line,13.0,0-30,Virginia,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,UPS,E-202504-OT-051,235.78,217.8,17.98,True,1.083,13,N/A,Sales other line,26.0,0-30,California,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,WeWork,E-202504-OT-038,232.49,229.64,2.85,True,1.012,13,N/A,Sales other line,,,South Carolina,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,LegalCo,E-202504-OT-010,217.67,212.77,4.9,True,1.023,13,N/A,Sales other line,,,California,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202504-OT-023,215.78,198.98,16.8,True,1.084,13,N/A,Sales other line,,,Minnesota,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,LegalCo,E-202504-OT-004,209.78,199.66,10.12,True,1.051,13,N/A,Sales other line,,,New Mexico,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202504-OT-011,206.79,192.07,14.72,True,1.077,13,N/A,Sales other line,32.0,31-60,Massachusetts,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,WeWork,E-202504-OT-020,206.5,199.71,6.79,True,1.034,13,N/A,Sales other line,,,Washington,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,WeWork,E-202504-OT-026,203.38,195.03,8.35,True,1.043,13,N/A,Sales other line,,,California,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,FedEx,E-202504-OT-066,199.12,186.92,12.2,True,1.065,13,N/A,Sales other line,,,Michigan,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,LegalCo,E-202504-OT-028,197.61,187.22,10.39,True,1.056,13,N/A,Sales other line,15.0,0-30,California,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,LegalCo,E-202504-OT-034,180.01,168.95,11.06,True,1.065,13,N/A,Sales other line,0.0,0-30,New York,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,UPS,E-202504-OT-027,177.1,168.65,8.45,True,1.05,13,N/A,Sales other line,,,California,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,Staples,E-202504-OT-043,163.54,150.48,13.06,True,1.087,13,N/A,Sales other line,,,Florida,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,Staples,E-202504-OT-049,157.46,145.91,11.55,True,1.079,13,N/A,Sales other line,,,Wisconsin,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,UPS,E-202504-OT-009,146.86,133.55,13.31,True,1.1,13,N/A,Sales other line,35.0,31-60,California,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,LegalCo,E-202504-OT-076,140.31,138.92,1.39,True,1.01,13,N/A,Sales other line,21.0,0-30,Texas,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,Staples,E-202504-OT-079,138.6,136.18,2.42,True,1.018,13,N/A,Sales other line,,,Arizona,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,WeWork,E-202504-OT-050,138.12,134.35,3.77,True,1.028,13,N/A,Sales other line,,,Virginia,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,UPS,E-202504-OT-057,137.91,136.54,1.37,True,1.01,13,N/A,Sales other line,,,Utah,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,Staples,E-202504-OT-073,135.31,118.7,16.61,True,1.14,13,N/A,Sales other line,,,New York,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202504-OT-059,134.88,128.73,6.15,True,1.048,13,N/A,Sales other line,,,New Jersey,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202504-OT-077,131.19,123.96,7.23,True,1.058,13,N/A,Sales other line,,,Tennessee,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,WeWork,E-202504-OT-014,117.47,116.31,1.16,True,1.01,13,N/A,Sales other line,,,Indiana,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,LegalCo,E-202504-OT-016,116.96,106.72,10.24,True,1.096,13,N/A,Sales other line,,,Tennessee,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,LegalCo,E-202504-OT-052,115.68,109.82,5.86,True,1.053,13,N/A,Sales other line,,,California,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,UPS,E-202504-OT-045,113.14,107.23,5.91,True,1.055,13,N/A,Sales other line,,,Rhode Island,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,LegalCo,E-202504-OT-064,112.95,104.04,8.91,True,1.086,13,N/A,Sales other line,,,California,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202504-OT-053,110.51,108.82,1.69,True,1.015,13,N/A,Sales other line,,,Texas,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,Staples,E-202504-OT-007,106.93,105.61,1.32,True,1.012,13,N/A,Sales other line,,,Wyoming,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,UPS,E-202504-OT-003,102.66,95.41,7.25,True,1.076,13,N/A,Sales other line,,,Arizona,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,UPS,E-202504-OT-039,99.45,93.48,5.97,True,1.064,13,N/A,Sales other line,,,Colorado,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,FedEx,E-202504-OT-030,99.03,96.83,2.2,True,1.023,13,N/A,Sales other line,,,Oregon,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202504-OT-047,91.12,87.48,3.64,True,1.042,13,N/A,Sales other line,,,Texas,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,LegalCo,E-202504-OT-022,86.33,81.88,4.45,True,1.054,13,N/A,Sales other line,21.0,0-30,Pennsylvania,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,FedEx,E-202504-OT-036,84.83,78.01,6.82,True,1.087,13,N/A,Sales other line,,,Texas,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,WeWork,E-202504-OT-044,84.78,81.25,3.53,True,1.043,13,N/A,Sales other line,26.0,0-30,Alabama,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,FedEx,E-202504-OT-024,80.28,75.83,4.45,True,1.059,13,N/A,Sales other line,,,Missouri,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,FedEx,E-202504-OT-006,70.39,68.63,1.76,True,1.026,13,N/A,Sales other line,54.0,31-60,New Jersey,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202504-OT-035,69.28,68.57,0.71,True,1.01,13,N/A,Sales other line,,,Wyoming,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,UPS,E-202504-OT-075,56.79,52.36,4.43,True,1.085,13,N/A,Sales other line,36.0,31-60,Florida,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202504-OT-005,54.42,50.65,3.77,True,1.074,13,N/A,Sales other line,,,Texas,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,FedEx,E-202504-OT-042,43.27,42.75,0.52,True,1.012,13,N/A,Sales other line,,,California,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,Staples,E-202504-OT-061,40.36,39.52,0.84,True,1.021,13,N/A,Sales other line,,,Minnesota,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,FedEx,E-202504-OT-018,39.45,36.19,3.26,True,1.09,13,N/A,Sales other line,16.0,0-30,Michigan,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,Staples,E-202504-OT-019,39.26,37.2,2.06,True,1.056,13,N/A,Sales other line,14.0,0-30,Indiana,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,FedEx,E-202504-OT-060,34.17,32.56,1.61,True,1.049,13,N/A,Sales other line,13.0,0-30,Utah,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,WeWork,E-202504-OT-074,32.91,31.5,1.41,True,1.045,13,N/A,Sales other line,8.0,0-30,Rhode Island,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,UPS,E-202504-OT-021,22.81,22.0,0.81,True,1.037,13,N/A,Sales other line,,,Alabama,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,LegalCo,E-202504-OT-046,21.88,20.37,1.51,True,1.074,13,N/A,Sales other line,,,New York,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,FedEx,E-202504-OT-072,12.02,11.74,0.28,True,1.023,13,N/A,Sales other line,,,Massachusetts,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,LegalCo,E-202504-OT-040,8.48,8.24,0.24,True,1.029,13,N/A,Sales other line,,,New York,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,FedEx,E-202504-OT-054,5.52,5.11,0.41,True,1.08,13,N/A,Sales other line,,,Massachusetts,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,other,Other,LegalCo,E-202504-OT-070,1.48,1.43,0.05,True,1.038,13,N/A,Sales other line,0.0,0-30,Georgia,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,payroll,Payroll,Gusto,E-202504-PA-013,6100.98,5730.8,370.18,True,1.065,13,SE,Sales payroll line,,,Maryland,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,payroll,Payroll,Gusto,E-202504-PA-040,4593.26,4333.77,259.49,True,1.06,13,SDR,Sales payroll line,,,Kentucky,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,payroll,Payroll,Gusto,E-202504-PA-067,4041.9,3660.73,381.17,True,1.104,13,SE,Sales payroll line,19.0,0-30,Oklahoma,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,payroll,Payroll,Gusto,E-202504-PA-028,3973.48,3573.89,399.59,True,1.112,13,AE,Sales payroll line,,,California,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,payroll,Payroll,Rippling,E-202504-PA-053,3871.81,3738.19,133.62,True,1.036,13,SE,Sales payroll line,18.0,0-30,New Jersey,197684.57,-2042146.9568
2025-04-01,Sales,expense,N/A,payroll,Payroll,Rippling,E-202504-PA-011,3637.51,3482.07,155.44,True,1.045,13,SE,Sales payroll line,,,New York,197684.57,-2042146.9568
