month,department,line_type,product_line,category,subcategory,counterparty,invoice_id,amount,budget,variance,is_over_budget,spend_to_budget_ratio,headcount,role,notes,days_past_due,aging_bucket,state,dept_total_opex,company_ebitda
2025-06-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202506-OT-071,1172.15,1144.96,27.19,True,1.024,13,N/A,Sales other line,,,Montana,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,WeWork,E-202506-OT-062,920.72,855.52,65.2,True,1.076,13,N/A,Sales other line,,,California,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,WeWork,E-202506-OT-080,803.24,768.95,34.29,True,1.045,13,N/A,Sales other line,32.0,31-60,Alabama,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,WeWork,E-202506-OT-008,768.83,756.21,12.62,True,1.017,13,N/A,Sales other line,13.0,0-30,Maryland,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,Staples,E-202506-OT-013,754.96,719.35,35.61,True,1.049,13,N/A,Sales other line,11.0,0-30,Ohio,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,FedEx,E-202506-OT-078,713.21,663.33,49.88,True,1.075,13,N/A,Sales other line,,,California,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,WeWork,E-202506-OT-032,701.34,694.4,6.94,True,1.01,13,N/A,Sales other line,,,Virginia,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,Staples,E-202506-OT-025,675.38,646.61,28.77,True,1.044,13,N/A,Sales other line,,,New York,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,FedEx,E-202506-OT-048,594.05,554.22,39.83,True,1.072,13,N/A,Sales other line,,,Massachusetts,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202506-OT-017,583.83,549.65,34.18,True,1.062,13,N/A,Sales other line,,,Oregon,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,UPS,E-202506-OT-033,551.22,524.36,26.86,True,1.051,13,N/A,Sales other line,,,New York,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202506-OT-041,514.85,492.06,22.79,True,1.046,13,N/A,Sales other line,10.0,0-30,Illinois,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,Staples,E-202506-OT-055,419.31,405.91,13.4,True,1.033,13,N/A,Sales other line,,,Idaho,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,Staples,E-202506-OT-067,411.06,399.32,11.74,True,1.029,13,N/A,Sales other line,24.0,0-30,New York,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202506-OT-065,393.92,387.25,6.67,True,1.017,13,N/A,Sales other line,,,Washington,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,Staples,E-202506-OT-037,390.99,367.46,23.53,True,1.064,13,N/A,Sales other line,,,Missouri,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,UPS,E-202506-OT-015,374.3,346.92,27.38,True,1.079,13,N/A,Sales other line,,,New Jersey,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,Staples,E-202506-OT-031,366.88,337.26,29.62,True,1.088,13,N/A,Sales other line,,,California,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,FedEx,E-202506-OT-012,359.51,343.91,15.6,True,1.045,13,N/A,Sales other line,,,California,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,UPS,E-202506-OT-069,357.66,338.71,18.95,True,1.056,13,N/A,Sales other line,61.0,61-90,Minnesota,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,Staples,E-202506-OT-001,348.12,326.5,21.62,True,1.066,13,N/A,Sales other line,,,Utah,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,UPS,E-202506-OT-063,347.47,329.24,18.23,True,1.055,13,N/A,Sales other line,,,North Carolina,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,OfficeDepot,E-202506-OT-029,341.9,324.65,17.25,True,1.053,13,N/A,Sales other line,22.0,0-30,Texas,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,WeWork,E-202506-OT-002,322.21,312.46,9.75,True,1.031,13,N/A,Sales other line,31.0,31-60,California,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,WeWork,E-202506-OT-056,313.1,306.77,6.33,True,1.021,13,N/A,Sales other line,,,Texas,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,WeWork,E-202506-OT-068,279.82,271.95,7.87,True,1.029,13,N/A,Sales other line,,,New Jersey,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,LegalCo,E-202506-OT-058,253.6,248.76,4.84,True,1.019,13,N/A,Sales other line,,,Michigan,197446.34,-2149278.1744000004
2025-06-01,Sales,expense,N/A,other,Other,UPS,E-202506-OT-081,236.16,216.57,19.59,True,1.09,13,N/A,Sales other line,,,Virginia,197446.34,-2149278.1744000004
